Local time,Open,High,Low,Close,Volume
01.05.2007 00:00:00.000 GMT-0700,1.36558,1.36601,1.36557,1.36560,1803.2
01.05.2007 00:05:00.000 GMT-0700,1.36562,1.36562,1.36523,1.36523,1927.3999999999999
01.05.2007 00:10:00.000 GMT-0700,1.36524,1.36536,1.36504,1.36528,1821.6
01.05.2007 00:15:00.000 GMT-0700,1.36529,1.36531,1.36513,1.36513,1497.5
01.05.2007 00:20:00.000 GMT-0700,1.36509,1.36551,1.36509,1.36538,1465.6
01.05.2007 00:25:00.000 GMT-0700,1.36543,1.36543,1.36353,1.36353,1656.1999999999998
01.05.2007 00:30:00.000 GMT-0700,1.36344,1.36348,1.36249,1.36309,1460.4
01.05.2007 00:35:00.000 GMT-0700,1.36300,1.36311,1.36257,1.36257,1577.8999999999999
01.05.2007 00:40:00.000 GMT-0700,1.36261,1.36336,1.36261,1.36327,1931.6000000000004
01.05.2007 00:45:00.000 GMT-0700,1.36330,1.36364,1.36330,1.36351,1422.3999999999999
01.05.2007 00:50:00.000 GMT-0700,1.36352,1.36374,1.36352,1.36358,1633.7
01.05.2007 00:55:00.000 GMT-0700,1.36360,1.36380,1.36357,1.36373,2064.7
01.05.2007 01:00:00.000 GMT-0700,1.36373,1.36373,1.36311,1.36311,1812.6999999999998
01.05.2007 01:05:00.000 GMT-0700,1.36308,1.36329,1.36308,1.36329,1854.6
01.05.2007 01:10:00.000 GMT-0700,1.36329,1.36372,1.36316,1.36368,1855.5
01.05.2007 01:15:00.000 GMT-0700,1.36360,1.36376,1.36339,1.36360,1443.3000000000002
01.05.2007 01:20:00.000 GMT-0700,1.36362,1.36408,1.36352,1.36405,1441
01.05.2007 01:25:00.000 GMT-0700,1.36402,1.36406,1.36368,1.36383,1827.5
01.05.2007 01:30:00.000 GMT-0700,1.36382,1.36400,1.36369,1.36370,1697.6999999999998
01.05.2007 01:35:00.000 GMT-0700,1.36372,1.36387,1.36355,1.36368,1718.7
01.05.2007 01:40:00.000 GMT-0700,1.36371,1.36374,1.36341,1.36361,1710.3999999999999
01.05.2007 01:45:00.000 GMT-0700,1.36373,1.36397,1.36359,1.36396,1588.1000000000001
01.05.2007 01:50:00.000 GMT-0700,1.36400,1.36453,1.36399,1.36443,1522.3999999999996
01.05.2007 01:55:00.000 GMT-0700,1.36437,1.36438,1.36389,1.36395,1563.4
01.05.2007 02:00:00.000 GMT-0700,1.36397,1.36426,1.36371,1.36422,1631.7999999999997
01.05.2007 02:05:00.000 GMT-0700,1.36423,1.36433,1.36418,1.36428,1422.8
01.05.2007 02:10:00.000 GMT-0700,1.36427,1.36438,1.36419,1.36435,1686.8999999999999
01.05.2007 02:15:00.000 GMT-0700,1.36435,1.36441,1.36405,1.36412,1530.8
01.05.2007 02:20:00.000 GMT-0700,1.36416,1.36449,1.36410,1.36445,1877.1999999999998
01.05.2007 02:25:00.000 GMT-0700,1.36445,1.36452,1.36388,1.36388,1856.3
01.05.2007 02:30:00.000 GMT-0700,1.36379,1.36399,1.36310,1.36331,1617.9
01.05.2007 02:35:00.000 GMT-0700,1.36333,1.36345,1.36322,1.36324,2084.4
01.05.2007 02:40:00.000 GMT-0700,1.36322,1.36328,1.36310,1.36321,1691.1999999999998
01.05.2007 02:45:00.000 GMT-0700,1.36317,1.36331,1.36307,1.36328,1818.5
01.05.2007 02:50:00.000 GMT-0700,1.36329,1.36353,1.36316,1.36347,1896.2000000000003
01.05.2007 02:55:00.000 GMT-0700,1.36350,1.36362,1.36342,1.36348,1388.6999999999998
01.05.2007 03:00:00.000 GMT-0700,1.36350,1.36361,1.36328,1.36343,1520.6
01.05.2007 03:05:00.000 GMT-0700,1.36348,1.36384,1.36348,1.36374,1624.5
01.05.2007 03:10:00.000 GMT-0700,1.36378,1.36388,1.36372,1.36385,1646.4
01.05.2007 03:15:00.000 GMT-0700,1.36382,1.36393,1.36361,1.36393,1914.3
01.05.2007 03:20:00.000 GMT-0700,1.36393,1.36421,1.36367,1.36402,2167.3
01.05.2007 03:25:00.000 GMT-0700,1.36389,1.36404,1.36363,1.36367,1528.8999999999999
01.05.2007 03:30:00.000 GMT-0700,1.36358,1.36389,1.36349,1.36375,1809.5
01.05.2007 03:35:00.000 GMT-0700,1.36373,1.36419,1.36364,1.36403,1615.7
01.05.2007 03:40:00.000 GMT-0700,1.36398,1.36405,1.36381,1.36402,1249.8
01.05.2007 03:45:00.000 GMT-0700,1.36407,1.36451,1.36407,1.36441,1455.1999999999998
01.05.2007 03:50:00.000 GMT-0700,1.36443,1.36462,1.36439,1.36449,1562.7
01.05.2007 03:55:00.000 GMT-0700,1.36444,1.36449,1.36407,1.36413,1812.3000000000002
01.05.2007 04:00:00.000 GMT-0700,1.36411,1.36433,1.36396,1.36407,1745.6
01.05.2007 04:05:00.000 GMT-0700,1.36405,1.36449,1.36403,1.36437,2175.4
01.05.2007 04:10:00.000 GMT-0700,1.36437,1.36473,1.36437,1.36460,1740.3000000000002
01.05.2007 04:15:00.000 GMT-0700,1.36462,1.36522,1.36459,1.36502,1457
01.05.2007 04:20:00.000 GMT-0700,1.36510,1.36520,1.36436,1.36444,1639.5
01.05.2007 04:25:00.000 GMT-0700,1.36445,1.36467,1.36431,1.36460,1805.1999999999998
01.05.2007 04:30:00.000 GMT-0700,1.36471,1.36471,1.36429,1.36441,1822.3999999999999
01.05.2007 04:35:00.000 GMT-0700,1.36438,1.36470,1.36436,1.36465,2089.2
01.05.2007 04:40:00.000 GMT-0700,1.36465,1.36470,1.36429,1.36453,1743.9
01.05.2007 04:45:00.000 GMT-0700,1.36452,1.36452,1.36421,1.36421,1909.9
01.05.2007 04:50:00.000 GMT-0700,1.36423,1.36443,1.36415,1.36420,1744.5000000000002
01.05.2007 04:55:00.000 GMT-0700,1.36423,1.36475,1.36410,1.36472,2022.1999999999998
01.05.2007 05:00:00.000 GMT-0700,1.36469,1.36481,1.36456,1.36472,1978.8999999999999
01.05.2007 05:05:00.000 GMT-0700,1.36475,1.36476,1.36457,1.36468,1688.8000000000002
