Gmt time,Open,High,Low,Close,Volume
01.05.2007 00:00:00.000,1.36515,1.36522,1.36507,1.36515,8569599975.5859995
01.05.2007 00:05:00.000,1.36506,1.36520,1.36490,1.36496,13164399902.343899
01.05.2007 00:10:00.000,1.36493,1.36513,1.36491,1.36494,6042300201.415999
01.05.2007 00:15:00.000,1.36492,1.36497,1.36474,1.36474,2154499984.7412
01.05.2007 00:20:00.000,1.36499,1.36518,1.36493,1.36502,8988399871.8263
01.05.2007 00:25:00.000,1.36495,1.36505,1.36466,1.36495,2925400054.9316998
01.05.2007 00:30:00.000,1.36482,1.36513,1.36476,1.36505,11002299804.6876
01.05.2007 00:35:00.000,1.36501,1.36504,1.36487,1.36495,6110699890.136801
01.05.2007 00:40:00.000,1.36487,1.36510,1.36487,1.36503,7530799987.7929
01.05.2007 00:45:00.000,1.36505,1.36510,1.36497,1.36503,6709299957.2754
01.05.2007 00:50:00.000,1.36498,1.36509,1.36446,1.36446,9668000061.035099
01.05.2007 00:55:00.000,1.36432,1.36465,1.36425,1.36455,12604500000
01.05.2007 01:00:00.000,1.36449,1.36449,1.36410,1.36437,9585799926.7579
01.05.2007 01:05:00.000,1.36430,1.36434,1.36398,1.36402,5366399932.8613
01.05.2007 01:10:00.000,1.36402,1.36418,1.36395,1.36395,5997200073.2421
01.05.2007 01:15:00.000,1.36401,1.36401,1.36363,1.36375,2650899993.8964996
01.05.2007 01:20:00.000,1.36372,1.36402,1.36367,1.36379,7978299987.7929
01.05.2007 01:25:00.000,1.36380,1.36395,1.36380,1.36395,4336200042.7246
01.05.2007 01:30:00.000,1.36395,1.36398,1.36373,1.36377,4184799987.793
01.05.2007 01:35:00.000,1.36378,1.36403,1.36373,1.36395,5330600097.6562
01.05.2007 01:40:00.000,1.36393,1.36393,1.36355,1.36360,4951699981.6895
01.05.2007 01:45:00.000,1.36360,1.36379,1.36347,1.36375,4342800064.0869
01.05.2007 01:50:00.000,1.36376,1.36423,1.36376,1.36423,2121799987.793
01.05.2007 01:55:00.000,1.36422,1.36443,1.36418,1.36443,3089500015.2588005
01.05.2007 02:00:00.000,1.36442,1.36453,1.36435,1.36453,3220500000
01.05.2007 02:05:00.000,1.36453,1.36472,1.36435,1.36462,5935500000
01.05.2007 02:10:00.000,1.36460,1.36475,1.36454,1.36475,3649500061.0351
01.05.2007 02:15:00.000,1.36473,1.36473,1.36447,1.36450,8703900085.4491
01.05.2007 02:20:00.000,1.36446,1.36468,1.36426,1.36449,4646899963.378901
01.05.2007 02:25:00.000,1.36455,1.36458,1.36423,1.36447,7435799987.793
01.05.2007 02:30:00.000,1.36450,1.36468,1.36449,1.36460,14820300048.8281
01.05.2007 02:35:00.000,1.36466,1.36477,1.36456,1.36470,11656300048.828201
01.05.2007 02:40:00.000,1.36470,1.36481,1.36455,1.36467,5786599945.0683
01.05.2007 02:45:00.000,1.36465,1.36472,1.36443,1.36445,5291900115.9667
01.05.2007 02:50:00.000,1.36440,1.36458,1.36431,1.36450,5800300140.380899
01.05.2007 02:55:00.000,1.36456,1.36463,1.36391,1.36419,7379700027.4658
01.05.2007 03:00:00.000,1.36457,1.36471,1.36445,1.36471,1499600021.3622
01.05.2007 03:05:00.000,1.36473,1.36473,1.36458,1.36465,1810899978.6376998
01.05.2007 03:10:00.000,1.36465,1.36475,1.36441,1.36452,1493499984.7412
01.05.2007 03:15:00.000,1.36470,1.36503,1.36470,1.36485,1827899978.6377
01.05.2007 03:20:00.000,1.36489,1.36509,1.36483,1.36504,2033699981.6894999
01.05.2007 03:25:00.000,1.36508,1.36513,1.36498,1.36505,1649299987.7928998
01.05.2007 03:30:00.000,1.36504,1.36505,1.36477,1.36493,2136400024.4141002
01.05.2007 03:35:00.000,1.36490,1.36511,1.36487,1.36507,1727300018.3105
01.05.2007 03:40:00.000,1.36503,1.36505,1.36474,1.36500,1410200012.207
01.05.2007 03:45:00.000,1.36505,1.36521,1.36498,1.36521,1299199996.9482
01.05.2007 03:50:00.000,1.36527,1.36541,1.36502,1.36514,1757000015.2587
01.05.2007 03:55:00.000,1.36514,1.36543,1.36500,1.36511,1628700012.207
01.05.2007 04:00:00.000,1.36512,1.36518,1.36498,1.36514,1409899993.8966
01.05.2007 04:05:00.000,1.36507,1.36515,1.36489,1.36505,1893600006.1035001
01.05.2007 04:10:00.000,1.36502,1.36508,1.36482,1.36507,1233700012.207
01.05.2007 04:15:00.000,1.36500,1.36503,1.36474,1.36483,1614499969.4825
01.05.2007 04:20:00.000,1.36492,1.36492,1.36458,1.36458,1690999969.4825
01.05.2007 04:25:00.000,1.36467,1.36474,1.36457,1.36465,1591500015.2588
01.05.2007 04:30:00.000,1.36478,1.36521,1.36477,1.36515,1861899993.8965
01.05.2007 04:35:00.000,1.36518,1.36526,1.36489,1.36494,1691300018.3105001
01.05.2007 04:40:00.000,1.36491,1.36499,1.36474,1.36486,1709499969.4824998
01.05.2007 04:45:00.000,1.36483,1.36488,1.36449,1.36452,1713199996.9482
01.05.2007 04:50:00.000,1.36455,1.36473,1.36442,1.36450,1508599975.586
01.05.2007 04:55:00.000,1.36457,1.36468,1.36453,1.36463,1577299972.5342
01.05.2007 05:00:00.000,1.36463,1.36484,1.36450,1.36474,1746100006.1035
01.05.2007 05:05:00.000,1.36473,1.36484,1.36460,1.36467,1574500000
01.05.2007 05:10:00.000,1.36471,1.36484,1.36437,1.36445,1778399993.8964999
01.05.2007 05:15:00.000,1.36439,1.36463,1.36427,1.36427,1779800018.3105
01.05.2007 05:20:00.000,1.36429,1.36456,1.36429,1.36440,1362399993.8965
01.05.2007 05:25:00.000,1.36450,1.36463,1.36428,1.36461,1958899993.8964999
01.05.2007 05:30:00.000,1.36466,1.36466,1.36450,1.36455,1614800003.0517998
01.05.2007 05:35:00.000,1.36452,1.36461,1.36438,1.36445,1309100021.3623
01.05.2007 05:40:00.000,1.36444,1.36518,1.36444,1.36517,1621599998.4741
01.05.2007 05:45:00.000,1.36509,1.36525,1.36497,1.36498,1440799972.5342999
01.05.2007 05:50:00.000,1.36499,1.36513,1.36481,1.36483,1745799957.2755
01.05.2007 05:55:00.000,1.36481,1.36481,1.36455,1.36480,1711499969.4825
01.05.2007 06:00:00.000,1.36479,1.36487,1.36458,1.36473,1127000000
01.05.2007 06:05:00.000,1.36477,1.36503,1.36465,1.36483,1327299987.7928998
