Gmt time,Open,High,Low,Close,Volume
01.05.2008 00:00:00.000,1.56238,1.56239,1.56177,1.56197,1913399978.6376998
01.05.2008 00:05:00.000,1.56187,1.56303,1.56185,1.56281,2054299987.7929997
01.05.2008 00:10:00.000,1.56275,1.56314,1.56226,1.56258,1770699981.6896
01.05.2008 00:15:00.000,1.56256,1.56306,1.56237,1.56305,1263099998.4741
01.05.2008 00:20:00.000,1.56292,1.56365,1.56256,1.56320,2662199981.6895
01.05.2008 00:25:00.000,1.56307,1.56365,1.56294,1.56326,1549600013.7328
01.05.2008 00:30:00.000,1.56342,1.56385,1.56325,1.56365,927900001.526
01.05.2008 00:35:00.000,1.56358,1.56379,1.56323,1.56347,2452675018.3105
01.05.2008 00:40:00.000,1.56348,1.56378,1.56293,1.56306,1860500015.2589002
01.05.2008 00:45:00.000,1.56312,1.56350,1.56285,1.56298,3143200073.2422
01.05.2008 00:50:00.000,1.56322,1.56347,1.56271,1.56273,3770600006.1033998
01.05.2008 00:55:00.000,1.56264,1.56342,1.56259,1.56290,4404200073.242201
01.05.2008 01:00:00.000,1.56272,1.56330,1.56270,1.56284,2421699981.6893997
01.05.2008 01:05:00.000,1.56307,1.56352,1.56281,1.56324,1754000022.8882003
01.05.2008 01:10:00.000,1.56314,1.56363,1.56305,1.56334,2572999923.7060003
01.05.2008 01:15:00.000,1.56333,1.56407,1.56329,1.56389,2284637542.7246
01.05.2008 01:20:00.000,1.56382,1.56401,1.56328,1.56331,2795950012.2071
01.05.2008 01:25:00.000,1.56367,1.56378,1.56327,1.56353,1957537490.8446999
01.05.2008 01:30:00.000,1.56396,1.56397,1.56327,1.56382,2005600028.9917002
01.05.2008 01:35:00.000,1.56395,1.56414,1.56344,1.56388,1114799987.793
01.05.2008 01:40:00.000,1.56397,1.56414,1.56367,1.56373,1501200031.2805002
01.05.2008 01:45:00.000,1.56387,1.56423,1.56335,1.56380,2207000015.2588
01.05.2008 01:50:00.000,1.56363,1.56409,1.56354,1.56369,1665899993.8964999
01.05.2008 01:55:00.000,1.56385,1.56425,1.56363,1.56377,2422599975.586
01.05.2008 02:00:00.000,1.56395,1.56424,1.56341,1.56363,934300003.0518
01.05.2008 02:05:00.000,1.56372,1.56404,1.56336,1.56367,1462299972.5341
01.05.2008 02:10:00.000,1.56370,1.56407,1.56346,1.56350,3554699981.6893997
01.05.2008 02:15:00.000,1.56381,1.56402,1.56339,1.56354,2655600021.3623
01.05.2008 02:20:00.000,1.56353,1.56399,1.56346,1.56349,2113499954.2237
01.05.2008 02:25:00.000,1.56352,1.56392,1.56334,1.56350,3307374999.9998994
01.05.2008 02:30:00.000,1.56386,1.56414,1.56358,1.56363,2542099945.0684
01.05.2008 02:35:00.000,1.56377,1.56406,1.56335,1.56347,2118999984.7412
01.05.2008 02:40:00.000,1.56370,1.56394,1.56350,1.56368,942799987.793
01.05.2008 02:45:00.000,1.56368,1.56402,1.56342,1.56370,1635399978.6377
01.05.2008 02:50:00.000,1.56410,1.56418,1.56362,1.56385,687900012.97
01.05.2008 02:55:00.000,1.56379,1.56407,1.56344,1.56385,2474899963.3789
01.05.2008 03:00:00.000,1.56400,1.56411,1.56359,1.56380,1325400001.5259
01.05.2008 03:05:00.000,1.56384,1.56417,1.56344,1.56367,2163350082.3974
01.05.2008 03:10:00.000,1.56374,1.56386,1.56331,1.56349,1382399963.3788
01.05.2008 03:15:00.000,1.56327,1.56368,1.56271,1.56314,1448499984.7411
01.05.2008 03:20:00.000,1.56308,1.56366,1.56292,1.56352,2347100006.1035004
01.05.2008 03:25:00.000,1.56348,1.56375,1.56330,1.56355,1154199989.3188
01.05.2008 03:30:00.000,1.56387,1.56404,1.56349,1.56380,666499984.7412
01.05.2008 03:35:00.000,1.56396,1.56411,1.56339,1.56372,897800018.3106
01.05.2008 03:40:00.000,1.56370,1.56411,1.56350,1.56380,903700016.0217
01.05.2008 03:45:00.000,1.56376,1.56406,1.56322,1.56334,1926100006.1036
01.05.2008 03:50:00.000,1.56377,1.56379,1.56323,1.56339,2000500000
01.05.2008 03:55:00.000,1.56346,1.56378,1.56304,1.56329,1262400009.1552
01.05.2008 04:00:00.000,1.56336,1.56367,1.56305,1.56330,2105199981.6894
01.05.2008 04:05:00.000,1.56338,1.56347,1.56292,1.56322,1239600013.7330003
01.05.2008 04:10:00.000,1.56298,1.56361,1.56288,1.56333,2062399963.3789
01.05.2008 04:15:00.000,1.56325,1.56389,1.56301,1.56301,748899993.8966
01.05.2008 04:20:00.000,1.56320,1.56386,1.56306,1.56366,1177999992.3706002
01.05.2008 04:25:00.000,1.56360,1.56392,1.56330,1.56365,2103700027.4659002
01.05.2008 04:30:00.000,1.56363,1.56382,1.56312,1.56323,1309800003.0517
01.05.2008 04:35:00.000,1.56325,1.56366,1.56315,1.56348,1256999984.7412
01.05.2008 04:40:00.000,1.56350,1.56373,1.56321,1.56340,1692799987.793
01.05.2008 04:45:00.000,1.56343,1.56364,1.56281,1.56311,1325599990.8447
01.05.2008 04:50:00.000,1.56300,1.56359,1.56275,1.56323,1283799972.5342999
01.05.2008 04:55:00.000,1.56319,1.56350,1.56269,1.56284,2242150024.414
01.05.2008 05:00:00.000,1.56282,1.56339,1.56282,1.56298,3063399948.12
01.05.2008 05:05:00.000,1.56288,1.56350,1.56276,1.56298,3068149993.8964996
01.05.2008 05:10:00.000,1.56317,1.56352,1.56293,1.56316,1524300033.5694
01.05.2008 05:15:00.000,1.56327,1.56366,1.56303,1.56328,2729299957.2754
01.05.2008 05:20:00.000,1.56334,1.56351,1.56293,1.56310,2557149948.12
01.05.2008 05:25:00.000,1.56310,1.56358,1.56289,1.56319,1864100006.1035
01.05.2008 05:30:00.000,1.56346,1.56359,1.56292,1.56337,743400020.5994
01.05.2008 05:35:00.000,1.56331,1.56340,1.56278,1.56302,2262137512.2071
01.05.2008 05:40:00.000,1.56331,1.56348,1.56270,1.56313,2882849945.0684004
01.05.2008 05:45:00.000,1.56288,1.56332,1.56268,1.56298,2815900024.4140997
01.05.2008 05:50:00.000,1.56306,1.56327,1.56270,1.56292,2612000000
01.05.2008 05:55:00.000,1.56305,1.56319,1.56231,1.56235,2586000000
01.05.2008 06:00:00.000,1.56253,1.56318,1.56224,1.56272,3429950012.2071004
01.05.2008 06:05:00.000,1.56279,1.56322,1.56232,1.56265,3558450012.207
01.05.2008 06:10:00.000,1.56276,1.56353,1.56231,1.56290,4513799987.793
01.05.2008 06:15:00.000,1.56302,1.56354,1.56230,1.56249,3756249969.4824
01.05.2008 06:20:00.000,1.56220,1.56319,1.56193,1.56277,3704000000.0000005
01.05.2008 06:25:00.000,1.56266,1.56300,1.56207,1.56257,4630900024.4141
01.05.2008 06:30:00.000,1.56272,1.56407,1.56223,1.56377,5148899902.3437
01.05.2008 06:35:00.000,1.56372,1.56385,1.56314,1.56351,3133537475.5859
01.05.2008 06:40:00.000,1.56344,1.56418,1.56300,1.56351,3921700012.2071
01.05.2008 06:45:00.000,1.56355,1.56392,1.56290,1.56299,4908950012.207
01.05.2008 06:50:00.000,1.56305,1.56346,1.56249,1.56285,4298200012.2071
01.05.2008 06:55:00.000,1.56260,1.56355,1.56260,1.56287,4218049987.793
01.05.2008 07:00:00.000,1.56307,1.56339,1.56251,1.56284,4803799987.7929
01.05.2008 07:05:00.000,1.56279,1.56305,1.56176,1.56215,4133400024.4140997
01.05.2008 07:10:00.000,1.56212,1.56230,1.56050,1.56082,3940349975.5859
01.05.2008 07:15:00.000,1.56090,1.56127,1.55834,1.55852,4563500000
01.05.2008 07:20:00.000,1.55835,1.55943,1.55671,1.55706,4932300048.8281
01.05.2008 07:25:00.000,1.55722,1.55753,1.55627,1.55693,3763600036.6212006
01.05.2008 07:30:00.000,1.55705,1.55770,1.55568,1.55574,5896800048.828199
01.05.2008 07:35:00.000,1.55592,1.55658,1.55416,1.55496,4788299987.7929
01.05.2008 07:40:00.000,1.55496,1.55542,1.55395,1.55493,4338600036.620999
01.05.2008 07:45:00.000,1.55490,1.55546,1.55302,1.55340,4983399963.3788
01.05.2008 07:50:00.000,1.55341,1.55384,1.55237,1.55318,4568150024.4141
01.05.2008 07:55:00.000,1.55325,1.55425,1.55142,1.55325,3850299987.7929
01.05.2008 08:00:00.000,1.55335,1.55444,1.55308,1.55398,4554999938.9648
01.05.2008 08:05:00.000,1.55434,1.55467,1.55302,1.55340,4666899963.379
01.05.2008 08:10:00.000,1.55329,1.55432,1.55324,1.55368,4393590881.3477
01.05.2008 08:15:00.000,1.55351,1.55387,1.55252,1.55269,4090099975.5859003
01.05.2008 08:20:00.000,1.55292,1.55366,1.55242,1.55314,3107500030.5175
01.05.2008 08:25:00.000,1.55341,1.55385,1.55272,1.55379,3284500000.0001
01.05.2008 08:30:00.000,1.55382,1.55463,1.55345,1.55408,4256487487.793
01.05.2008 08:35:00.000,1.55400,1.55435,1.55299,1.55320,4002450042.7247
01.05.2008 08:40:00.000,1.55318,1.55346,1.55157,1.55163,3764499938.9648
01.05.2008 08:45:00.000,1.55151,1.55199,1.55053,1.55176,3641299987.7930994
01.05.2008 08:50:00.000,1.55169,1.55264,1.55136,1.55252,3786937438.9649
01.05.2008 08:55:00.000,1.55221,1.55255,1.55147,1.55170,3705499938.9646997
01.05.2008 09:00:00.000,1.55169,1.55284,1.55124,1.55236,3669400054.9317
01.05.2008 09:05:00.000,1.55242,1.55329,1.55203,1.55259,4378550048.8281
01.05.2008 09:10:00.000,1.55277,1.55284,1.55183,1.55254,3029437500.0001
01.05.2008 09:15:00.000,1.55263,1.55278,1.55186,1.55217,3326349975.5858994
01.05.2008 09:20:00.000,1.55237,1.55266,1.55107,1.55174,3158537475.5857997
01.05.2008 09:25:00.000,1.55149,1.55212,1.55045,1.55080,3953900024.4141
01.05.2008 09:30:00.000,1.55094,1.55158,1.54937,1.55064,3402899963.3789
01.05.2008 09:35:00.000,1.55087,1.55156,1.55058,1.55081,3921399963.3788996
01.05.2008 09:40:00.000,1.55082,1.55259,1.55041,1.55200,3644399963.3789005
01.05.2008 09:45:00.000,1.55183,1.55218,1.55132,1.55182,4873449951.172
01.05.2008 09:50:00.000,1.55191,1.55277,1.55109,1.55210,3460900070.1904
01.05.2008 09:55:00.000,1.55202,1.55273,1.55169,1.55269,3428799987.793
01.05.2008 10:00:00.000,1.55265,1.55265,1.55144,1.55223,3113599975.5859
01.05.2008 10:05:00.000,1.55225,1.55324,1.55171,1.55275,2168049987.793
01.05.2008 10:10:00.000,1.55271,1.55313,1.55219,1.55227,4032899902.3437
01.05.2008 10:15:00.000,1.55245,1.55278,1.55200,1.55275,4773499999.9999
01.05.2008 10:20:00.000,1.55275,1.55304,1.55163,1.55216,3063800029.7547
01.05.2008 10:25:00.000,1.55177,1.55217,1.55116,1.55154,3906900024.4141
01.05.2008 10:30:00.000,1.55151,1.55246,1.55114,1.55215,3532237426.7579
01.05.2008 10:35:00.000,1.55215,1.55239,1.55160,1.55187,2011500000
01.05.2008 10:40:00.000,1.55169,1.55246,1.55144,1.55202,2850699951.1717997
01.05.2008 10:45:00.000,1.55225,1.55256,1.55166,1.55223,4291299987.793
01.05.2008 10:50:00.000,1.55217,1.55246,1.55170,1.55213,3446199951.1719
01.05.2008 10:55:00.000,1.55197,1.55247,1.55168,1.55195,3293200012.207
01.05.2008 11:00:00.000,1.55232,1.55322,1.55209,1.55293,2912899963.3789
01.05.2008 11:05:00.000,1.55326,1.55380,1.55293,1.55341,2655549987.793
01.05.2008 11:10:00.000,1.55318,1.55376,1.55301,1.55341,3009900024.414
01.05.2008 11:15:00.000,1.55336,1.55423,1.55301,1.55357,3678147033.6914005
01.05.2008 11:20:00.000,1.55356,1.55384,1.55301,1.55330,2335700012.207
01.05.2008 11:25:00.000,1.55308,1.55358,1.55284,1.55308,3149399963.3788
01.05.2008 11:30:00.000,1.55305,1.55357,1.55254,1.55297,3182700073.2421
01.05.2008 11:35:00.000,1.55311,1.55411,1.55288,1.55359,3478599975.5859003
01.05.2008 11:40:00.000,1.55383,1.55405,1.55301,1.55345,3158199951.1719
01.05.2008 11:45:00.000,1.55336,1.55362,1.55267,1.55303,4262300048.8282
01.05.2008 11:50:00.000,1.55298,1.55315,1.55103,1.55195,4838599975.5859995
01.05.2008 11:55:00.000,1.55175,1.55230,1.55151,1.55188,5385399902.3437
01.05.2008 12:00:00.000,1.55186,1.55222,1.55104,1.55130,4989500061.0352
01.05.2008 12:05:00.000,1.55125,1.55245,1.55103,1.55215,4872999999.9999
01.05.2008 12:10:00.000,1.55225,1.55238,1.55124,1.55125,4372799926.7579
01.05.2008 12:15:00.000,1.55110,1.55187,1.55104,1.55147,5159634521.484399
01.05.2008 12:20:00.000,1.55145,1.55181,1.55092,1.55110,5072850097.656301
01.05.2008 12:25:00.000,1.55124,1.55144,1.55021,1.55103,6419199951.1719
01.05.2008 12:30:00.000,1.55096,1.55196,1.54940,1.55039,6519899902.3437
01.05.2008 12:35:00.000,1.55032,1.55079,1.54686,1.54799,5183200012.207
01.05.2008 12:40:00.000,1.54813,1.54834,1.54669,1.54754,5499299987.792901
01.05.2008 12:45:00.000,1.54753,1.54809,1.54626,1.54783,5645699890.1368
01.05.2008 12:50:00.000,1.54780,1.54872,1.54727,1.54817,4439899963.379001
01.05.2008 12:55:00.000,1.54845,1.54867,1.54776,1.54863,5047849975.5859
01.05.2008 13:00:00.000,1.54851,1.54932,1.54806,1.54831,5448100036.6211
01.05.2008 13:05:00.000,1.54848,1.54902,1.54804,1.54867,4845900024.4142
01.05.2008 13:10:00.000,1.54873,1.55011,1.54825,1.54945,6039899902.3437
01.05.2008 13:15:00.000,1.54935,1.54960,1.54861,1.54887,5873099914.5508
01.05.2008 13:20:00.000,1.54868,1.54907,1.54802,1.54819,5314500061.0351
01.05.2008 13:25:00.000,1.54808,1.54851,1.54766,1.54818,5581037475.586
01.05.2008 13:30:00.000,1.54806,1.54867,1.54764,1.54827,5115200134.2774
01.05.2008 13:35:00.000,1.54827,1.54874,1.54784,1.54858,5587000061.0351
01.05.2008 13:40:00.000,1.54845,1.54861,1.54777,1.54787,5320837524.4140005
01.05.2008 13:45:00.000,1.54781,1.54821,1.54768,1.54817,968899986.2671
01.05.2008 13:50:00.000,1.54808,1.54813,1.54717,1.54747,348300006.8665
01.05.2008 13:55:00.000,1.54749,1.54809,1.54726,1.54764,3770800048.8282003
01.05.2008 14:00:00.000,1.54752,1.54795,1.54546,1.54617,6329237548.8281
01.05.2008 14:05:00.000,1.54615,1.54641,1.54466,1.54487,5447599975.5859995
01.05.2008 14:10:00.000,1.54488,1.54667,1.54484,1.54643,5208200012.207
01.05.2008 14:15:00.000,1.54645,1.54667,1.54541,1.54586,5324300109.8632
01.05.2008 14:20:00.000,1.54573,1.54597,1.54452,1.54478,4911599975.585899
01.05.2008 14:25:00.000,1.54468,1.54579,1.54417,1.54526,5231900085.449201
01.05.2008 14:30:00.000,1.54509,1.54589,1.54503,1.54545,5688700012.206901
01.05.2008 14:35:00.000,1.54527,1.54579,1.54400,1.54445,4910149963.3789
01.05.2008 14:40:00.000,1.54458,1.54523,1.54414,1.54492,4386500061.0351
01.05.2008 14:45:00.000,1.54487,1.54564,1.54445,1.54457,4955649963.378901
01.05.2008 14:50:00.000,1.54462,1.54532,1.54405,1.54446,5583749938.9648
01.05.2008 14:55:00.000,1.54446,1.54497,1.54405,1.54476,4589799987.792899
01.05.2008 15:00:00.000,1.54480,1.54530,1.54432,1.54460,5446149902.3438
01.05.2008 15:05:00.000,1.54436,1.54487,1.54356,1.54416,4300200073.2422
01.05.2008 15:10:00.000,1.54408,1.54462,1.54370,1.54419,5178050048.8281
01.05.2008 15:15:00.000,1.54415,1.54449,1.54356,1.54393,5402250000
01.05.2008 15:20:00.000,1.54407,1.54546,1.54385,1.54495,4518500061.0351
01.05.2008 15:25:00.000,1.54517,1.54571,1.54495,1.54537,5197350036.6211
01.05.2008 15:30:00.000,1.54537,1.54569,1.54504,1.54525,3417650054.9315996
01.05.2008 15:35:00.000,1.54525,1.54569,1.54464,1.54487,5012449951.1719
01.05.2008 15:40:00.000,1.54479,1.54530,1.54454,1.54505,4896900024.414
01.05.2008 15:45:00.000,1.54503,1.54629,1.54467,1.54595,4977787475.5859
01.05.2008 15:50:00.000,1.54596,1.54628,1.54532,1.54562,5292399902.343801
01.05.2008 15:55:00.000,1.54553,1.54580,1.54483,1.54553,4613400024.4141
01.05.2008 16:00:00.000,1.54565,1.54608,1.54534,1.54567,4935599914.5508
01.05.2008 16:05:00.000,1.54540,1.54579,1.54460,1.54496,5132300109.8632
01.05.2008 16:10:00.000,1.54496,1.54530,1.54477,1.54503,4137299987.7929
01.05.2008 16:15:00.000,1.54495,1.54578,1.54476,1.54562,5148950073.2421
01.05.2008 16:20:00.000,1.54555,1.54630,1.54530,1.54575,3335850006.1034
01.05.2008 16:25:00.000,1.54583,1.54619,1.54527,1.54602,2866500000
01.05.2008 16:30:00.000,1.54595,1.54619,1.54541,1.54560,3422199951.1719
01.05.2008 16:35:00.000,1.54557,1.54686,1.54531,1.54579,2267799987.793
01.05.2008 16:40:00.000,1.54564,1.54607,1.54473,1.54504,4431199951.1718
01.05.2008 16:45:00.000,1.54523,1.54546,1.54489,1.54525,3032250000
01.05.2008 16:50:00.000,1.54525,1.54562,1.54511,1.54545,4965800048.8282
01.05.2008 16:55:00.000,1.54543,1.54580,1.54513,1.54524,3679849975.586
01.05.2008 17:00:00.000,1.54536,1.54550,1.54418,1.54473,2863200042.7246003
01.05.2008 17:05:00.000,1.54462,1.54490,1.54387,1.54415,2603899932.8612995
01.05.2008 17:10:00.000,1.54408,1.54437,1.54363,1.54393,2216887481.6895
01.05.2008 17:15:00.000,1.54399,1.54440,1.54273,1.54295,2616800003.0519
01.05.2008 17:20:00.000,1.54319,1.54408,1.54304,1.54358,2239699966.4307003
01.05.2008 17:25:00.000,1.54363,1.54389,1.54321,1.54360,3396000000
01.05.2008 17:30:00.000,1.54370,1.54457,1.54344,1.54432,4380200012.2071
01.05.2008 17:35:00.000,1.54428,1.54469,1.54373,1.54400,3377100006.1033993
01.05.2008 17:40:00.000,1.54407,1.54483,1.54356,1.54475,4279400024.4139996
01.05.2008 17:45:00.000,1.54485,1.54487,1.54421,1.54452,4079200012.2070003
01.05.2008 17:50:00.000,1.54455,1.54503,1.54422,1.54503,4367299987.793
01.05.2008 17:55:00.000,1.54488,1.54524,1.54462,1.54477,4376100036.621099
01.05.2008 18:00:00.000,1.54484,1.54511,1.54418,1.54481,2500000030.5176
01.05.2008 18:05:00.000,1.54480,1.54507,1.54450,1.54483,3656200012.2071004
01.05.2008 18:10:00.000,1.54479,1.54549,1.54464,1.54520,2260699981.6895
01.05.2008 18:15:00.000,1.54515,1.54551,1.54485,1.54510,3120200012.207
01.05.2008 18:20:00.000,1.54523,1.54523,1.54431,1.54478,2374299987.793
01.05.2008 18:25:00.000,1.54470,1.54577,1.54455,1.54560,1450100006.1035
01.05.2008 18:30:00.000,1.54568,1.54586,1.54503,1.54535,3575799957.2753
01.05.2008 18:35:00.000,1.54523,1.54549,1.54477,1.54508,3687500061.0353003
01.05.2008 18:40:00.000,1.54520,1.54579,1.54501,1.54538,3232149963.3788996
